Unnamed: 0;ID;ENLACE;USUARIO;@;FECHA;RETWEETS;FAVORITO;MENCIONA;HASHTAGS;GEO;TEXTO;TRADUCCIÓN;POLARIDAD;SUBJETIVIDAD
4273;1,20E+18;https://twitter.com/festivaloffloja/status/1196185083360743424;festivaloffloja;;2019-11-17 21:55:22+00:00;0.0;1.0;;#Fiavl2019 #OffLoja2019 #LojaParaElMundo;;#Fiavl2019 Dar teatro y su obra Isla Aventura fue todo un espectáculo para los niños. #OffLoja2019 #LojaParaElMundo.;# Fiavl2019 Giving theater and his work Isla Aventura was a spectacle for children. ;0.0;0.0
4274;1,20E+18;https://twitter.com/festivaloffloja/status/1196184074064449538;festivaloffloja;;2019-11-17 21:51:21+00:00;1.0;2.0;;#Fiavl2019 #OffLoja2019 #LojaParaElMundo;;#Fiavl2019 Atrévete a expresar tu arte en los escenarios Off. #OffLoja2019 #LojaParaElMundo.;# Fiavl2019 Dare to express your art in the Off scenarios. ;0.0;0.0
4275;1,20E+18;https://twitter.com/primereporte/status/1196182380014383105;primereporte;;2019-11-17 21:44:38+00:00;2.0;0.0;;#FIAVL2019;;"Acompañadas de un cálido clima, las estudiantes del Colegio ""La Inmaculada"" realizaron su paso por el Desfile del #FIAVL2019 .";"Accompanied by a warm climate, the students of the College ""The Immaculate"" made their way through the Parade of # FIAVL2019.";0.175;0.41666666666666663
4276;1,20E+18;https://twitter.com/primereporte/status/1196181311028912128;primereporte;;2019-11-17 21:40:23+00:00;2.0;1.0;;#FIAVL2019;;"“Las Marianitas"" utilizó su participación durante el Desfile del #FIAVL2019, para recalcar la importancia de ciudar y preservar la flora y fauna de nuestra provincia. .";"""Las Marianitas"" used its participation during the # FIAVL2019 Parade, to emphasize the importance of city and preserve the flora and fauna of our province.";-0.25;0.23333333333333334
4277;1,20E+18;https://twitter.com/primereporte/status/1196178677853237248;primereporte;;2019-11-17 21:29:55+00:00;2.0;0.0;;#FIAVL2019;;"A través de números musicales y en compañía de su banda de guerra el Colegio ""Miguel Ángel Suárez"" deleitó a los asistentes al Desfile del #FIAVL2019. .";"Through musical numbers and in the company of his war band, the School ""Miguel Ángel Suárez"" delighted the attendees of the # FIAVL2019 Parade. ";0.15;0.3111111111111111
4278;1,20E+18;https://twitter.com/primereporte/status/1196178543354535938;primereporte;;2019-11-17 21:29:23+00:00;0.0;5.0;;#FIAVL2019;;"La dulzura y sabor de la miel lojana fue la temática que el Colegio ""MATER DEI"" mostró en su despliegue por el Desfile del #FIAVL2019. .";"The sweetness and taste of the wild honey was the theme that the School ""MATER DEI"" showed in its display by the Parade of # FIAVL2019. ";-0.075;0.31666666666666665
4279;1,20E+18;https://twitter.com/FestivalDeLoja/status/1196177146345148416;FestivalDeLoja;;2019-11-17 21:23:50+00:00;15.0;31.0;;#FestivalLojaM #FIAVL2019;; | ¡Vive intensamente el #FestivalLojaMásTuyoQueNunca! Gamblerzs Crew nos explica los pasos básicos para ser un b-boy. Míralo en este vídeo ¡Muchísimas gracias a la Embajada de la República de Corea del Sur por este show! #FIAVL2019 .;Live intensely the # FestivalLojaMásTuyoQueNunca! ;0.19318181818181818;0.75
4280;1,20E+18;https://twitter.com/CNELoja/status/1196172279308312578;CNELoja;;2019-11-17 21:04:29+00:00;4.0;1.0;@LuisCisnerosJ;#FIAVL2019 #Loja;;AHORA | Nuestro director @LuisCisnerosJ participa durante el Desfile Inaugural del IV #FIAVL2019, en el marco de los 199 años de Independencia de #Loja..;NOW Our director @LuisCisnerosJ participates during the Inaugural Parade of IV # FIAVL2019, in the framework of the 199 years of Independence of #Loja ..;-0.25;0.23333333333333334
4281;1,20E+18;https://twitter.com/primereporte/status/1196171988106203137;primereporte;;2019-11-17 21:03:20+00:00;0.0;5.0;;#FIAVL2019;;"La bandera de la provincia de 40 metros de largo engalanó la jornada artística del desfile de la IV edición del #FIAVL2019. Esta puesta en escena estuvo a cargo del colegio ""Daniel Álvarez Burneo"". .";The flag of the province of 40 meters long adorned the artistic day of the parade of the IV edition of # FIAVL2019. ;0.011111111111111108;0.5444444444444444
4282;1,20E+18;https://twitter.com/eveandraded/status/1196169060981133313;eveandraded;sinfonicaLoja;2019-11-17 20:51:42+00:00;4.0;15.0;@sinfonicaLoja @fabriciovelav @DayanaLeonF @rortegariofrio @silvitabuendia @carlosalomoto1 @MaferSuasnavas;#Loja #StarWars #FIAVL2019;; #Loja ¡Qué maravilla tener una ciudad donde se respira arte y donde la música es la expresión más sublime! Excelente @sinfonicaLoja #StarWars #FIAVL2019 @fabriciovelav @DayanaLeonF @rortegariofrio @silvitabuendia @carlosalomoto1 @MaferSuasnavas.;#Loja What a wonder to have a city where art is breathed and where music is the most sublime expression! ;0.625;0.5
4283;1,20E+18;https://twitter.com/primereporte/status/1196164111811448833;primereporte;;2019-11-17 20:32:02+00:00;1.0;0.0;;#FIAVL2019;;"El Colegio ""Bernardo Valdivieso"" se hizo presente en el Desfile del #FIAVL2019 con su característica banda de guerra y algunos números artísticos. .";"The ""Bernardo Valdivieso"" College was present at the # FIAVL2019 Parade with its characteristic war band and some artistic numbers. ";0.004166666666666666;0.425
4284;1,20E+18;https://twitter.com/festivaloffloja/status/1196163479897563138;festivaloffloja;;2019-11-17 20:29:31+00:00;0.0;4.0;;#Fiavl2019 #OffLoja2019 #LojaParaElMundo;;#Fiavl2019 Dar Teatro nos brindó una estupenda obra llamada Kinti Kanta Kuentos. #OffLoja2019 #LojaParaElMundo.;# Fiavl2019 Dar Teatro gave us a great play called Kinti Kanta Kuentos. ;0.8;0.75
4285;1,20E+18;https://twitter.com/primereporte/status/1196162589274836992;primereporte;;2019-11-17 20:25:59+00:00;0.0;2.0;;#FIAVL2019;;"Bailes, música y carros alegóricos destacaron durante el paso del Colegio ""ATENEO"" por el Desfile de la IV edición del #FIAVL2019. .";"Dances, music and floats highlighted during the passage of the College ""ATENEO"" for the Parade of the IV edition of # FIAVL2019. ";-0.25;0.23333333333333334
4286;1,20E+18;https://twitter.com/barriolapileta/status/1196159246871801856;barriolapileta;;2019-11-17 20:12:42+00:00;6.0;6.0;@ECU911Loja @Inten_Loja @MunicipioDeLoja @PoliciaEcuador;#Loja #FIAVL2019;;En estos momentos! Consumo de alcohol y drogas en espacios públicos, escándalo y conductores ebrios! NO HAY CONTROL @ECU911Loja @Inten_Loja @MunicipioDeLoja @PoliciaEcuador #Loja #FIAVL2019 – at Pileta.;Right now! ;0.3571428571428571;0.5357142857142857
4287;1,20E+18;https://twitter.com/primereporte/status/1196158550013284352;primereporte;;2019-11-17 20:09:56+00:00;0.0;4.0;;#FIAVL2019;;"Una impresionante representación del personaje ficticio King Kong fue expuesta por el Colegio ""Antonio Peña Celi"" durante su participación en el Desfile del #FIAVL2019. .";"An impressive representation of the fictional character King Kong was exhibited by the College ""Antonio Peña Celi"" during his participation in the Parade of # FIAVL2019. ";0.25;0.49444444444444446
4288;1,20E+18;https://twitter.com/primereporte/status/1196154279511416832;primereporte;;2019-11-17 19:52:58+00:00;1.0;6.0;;#FIAVL2019;;Carros alegóricos con los personajes ilustres de nuestra ciudad engalanan el desfile de la IV edición del #FIAVL2019. .;Allegorical cars with the illustrious characters of our city decorate the parade of the IV edition of # FIAVL2019. ;-0.25;0.23333333333333334
4289;1,20E+18;https://twitter.com/primereporte/status/1196152903255371777;primereporte;;2019-11-17 19:47:30+00:00;0.0;3.0;;#FIAVL2019;;Cultura, música, baile y muchos más se observa en el Desfile del #FIAVL2019. .;Culture, music, dance and many more can be seen in the Parade of # FIAVL2019. ;0.25;0.41111111111111115
4290;1,20E+18;https://twitter.com/CartonPiedraET/status/1196152702578909188;CartonPiedraET;;2019-11-17 19:46:42+00:00;2.0;0.0;@SoyAlexis87;#FIAVL2019;;El arte urbano es parte del IV #FIAVL2019 Artistas de distintas partes del mundo llegan a Loja en esta época del año. Detalles en: Vía: @SoyAlexis87.;Urban art is part of the IV # FIAVL2019 Artists from different parts of the world arrive in Loja at this time of year. ;0.0;0.3
4291;1,20E+18;https://twitter.com/CartonPiedraET/status/1196151600798154753;CartonPiedraET;;2019-11-17 19:42:19+00:00;4.0;1.0;@SoyAlexis87;#Loja #FIAVL2019;;Un particular banda de música se presenta en las calles de #Loja en el #FIAVL2019. Vía: @SoyAlexis87.;A particular band performs in the streets of #Loja in # FIAVL2019. ;0.16666666666666666;0.3333333333333333
4292;1,20E+18;https://twitter.com/CartonPiedraET/status/1196151236124430336;CartonPiedraET;;2019-11-17 19:40:52+00:00;1.0;6.0;@SoyAlexis87;#FIAVL2019;;#FIAVL2019 | En cada calle del centro de Loja se percibe la presencia del Festival de Artes Vivas. La gente aprovecha para fotografiarse. Vía: @SoyAlexis87.;# FIAVL2019 The presence of the Live Arts Festival is perceived on every street in downtown Loja. ;0.13636363636363635;0.5
4293;1,20E+18;https://twitter.com/Cultura_Ec/status/1196145136549400583;Cultura_Ec;;2019-11-17 19:16:38+00:00;8.0;6.0;@juanfervelasco @el_telegrafo;#FestivalLojaM #FIAVL2019;;" NOTICIA| Ministro de Cultura: ""El Festival de Loja está protegido"" @juanfervelasco, ministro de Cultura, indicó este sábado 16 de noviembre de 2019 que el Festival de Loja es propositivo(...) Vía @el_telegrafo https://bit.ly/2NSQpLu #FestivalLojaMásTuyoQueNunca #FIAVL2019.";"NOTICE Minister of Culture: ""The Festival of Loja is protected"" @juanfervelasco, Minister of Culture, said this Saturday, November 16, 2019 that the Festival of Loja is proactive (...) Via @el_telegrafo https://bit.ly ";0.0;0.0
4294;1,20E+18;https://twitter.com/Jonasfer89/status/1196144902419222530;Jonasfer89;;2019-11-17 19:15:42+00:00;0.0;0.0;;#FIAVL2019;;#FIAVL2019 .;# FIAVL2019.;0.0;0.0
4295;1,20E+18;https://twitter.com/utpl/status/1196142164666933248;utpl;;2019-11-17 19:04:49+00:00;5.0;16.0;@festivaloffloja @FestivalDeLoja;#UTPLViva #FIAVL2019;;¡Disfrutamos de un ambiente inclusivo de alegría, cultura e innovación en #UTPLViva, como parte del @festivaloffloja! Visítenos y comparta nuestras actividades. Agenda http://eventos.utpl.edu.ec/utplviva @FestivalDeLoja #FIAVL2019 .;We enjoy an inclusive atmosphere of joy, culture and innovation in #UTPLViva, as part of @festivaloffloja! ;0.7;0.35
4296;1,20E+18;https://twitter.com/Cultura_Ec/status/1196139260409200640;Cultura_Ec;;2019-11-17 18:53:17+00:00;5.0;1.0;;#EcuadorCreativo #FestivalLojaM #FIAVL2019;;¿Cuáles son las estrategias que el Ministerio de Cultura y Patrimonio desarrolla para promover el ejercicio artístico en el país? Conoce más en los talleres #EcuadorCreativo + Lanzamiento MICSUR Información: http://www.festivaldeloja.com #FestivalLojaMásTuyoQueNunca #FIAVL2019 .;What are the strategies that the Ministry of Culture and Heritage develops to promote the artistic exercise in the country? ;0.3333333333333333;1.0
4297;1,20E+18;https://twitter.com/EcuadorTV/status/1196137174531526657;EcuadorTV;;2019-11-17 18:45:00+00:00;2.0;5.0;@SoyAlexis87;#Loja #FIAVL2019;;Una particular banda de música se presenta en las calles de #Loja en el 4to #FIAVL2019. Vía: @SoyAlexis87.;A particular band performs in the streets of #Loja in the 4th # FIAVL2019. ;0.16666666666666666;0.3333333333333333
4298;1,20E+18;https://twitter.com/EcuadorTV/status/1196131817860030464;EcuadorTV;;2019-11-17 18:23:43+00:00;3.0;5.0;;#FIAVL2019 #Loja #Ecuador;;#FIAVL2019 | Hasta el próximo domingo 24 de noviembre, #Loja será la capital cultural de #Ecuador. Entérate los eventos para conmemorar los 199 años de Independencia. ► http://bit.ly/LojAFiavl.;# FIAVL2019 Until next Sunday, November 24, #Loja will be the cultural capital of #Ecuador. ;0.05;0.05
4299;1,20E+18;https://twitter.com/CelecAgoyan/status/1196129990410194949;CelecAgoyan;;2019-11-17 18:16:27+00:00;0.0;0.0;;#Per #FIAVL2019 #Energ;;La agrupación de baile “Canela Fina”, de Piura #Perú, presenta una danza afroperuana, en el Centro de Interpretación de la Central Eólica Villonaco CELEC_EP_GENSUR, en el marco del #FIAVL2019. #EnergíaSustentable — CELEC EP (CELEC_EP) November 17, 2019.;The “Canela Fina” dance group, from Piura # Peru, presents an Afro-Peruvian dance, at the Interpretation Center of the Villonaco Wind Power Plant CELEC_EP_GENSUR, within the framework of # FIAVL2019. ;-0.1;0.1
4300;1,20E+18;https://twitter.com/Cultura_Ec/status/1196127964062240770;Cultura_Ec;;2019-11-17 18:08:24+00:00;1.0;0.0;;#FIAVL2019 #FestivalLojaM;;Escuela del #FIAVL2019 | Hoy, concluyó el taller de estructuras corpoespaciales dictado por Ernesto Ortiz. Este espacio formativo potenció las percepciones corporales de los bailarines como un medio de expresión, movimiento y composición. #FestivalLojaMásTuyoQueNunca.;School of # FIAVL2019 Today, the corporeal structures workshop dictated by Ernesto Ortiz concluded. ;0.0;0.0
4301;1,20E+18;https://twitter.com/utpl/status/1196125881477029888;utpl;;2019-11-17 18:00:07+00:00;25.0;44.0;@FestivalDeLoja;#Loja #UTPLViva #FIAVL2019;; ¡Los ojos del mundo están puestos en #Loja a través del @FestivalDeLoja! Te esperamos en nuestro espacio artístico y de innovación #UTPLViva e inclusiva Calle Rocafuerte entre 24 de Mayo y Juan José Peña. ¡Revisa la agenda! http://eventos.utpl.edu.ec/utplviva #FIAVL2019 .;The eyes of the world are on #Loja through @FestivalDeLoja! ;0.0;0.0
4302;1,20E+18;https://twitter.com/CELEC_EP/status/1196125463330078724;CELEC_EP;;2019-11-17 17:58:28+00:00;32.0;12.0;@CELEC_EP_GENSUR;#Per #FIAVL2019 #Energ;;La agrupación de baile “Canela Fina”, de Piura #Perú, presenta una danza afroperuana, en el Centro de Interpretación de la Central Eólica Villonaco @CELEC_EP_GENSUR, en el marco del #FIAVL2019. #EnergíaSustentable.;The “Canela Fina” dance group, from Piura # Peru, presents an Afro-Peruvian dance, at the Interpretation Center of the Villonaco Wind Power Plant @CELEC_EP_GENSUR, within the framework of # FIAVL2019. ;-0.1;0.1
4303;1,20E+18;https://twitter.com/CelecAgoyan/status/1196124897505886209;CelecAgoyan;;2019-11-17 17:56:13+00:00;0.0;0.0;;#FIAVL2019 #Energ;;Patricio Zúñiga, Subgerente de CELEC_EP_GENSUR, destaco que la Central Villonaco es uno de los puntos favoritos de visita de los ciudadanos del norte del Perú. #FIAVL2019 #EnergíaSustentable — CELEC EP (CELEC_EP) November 17, 2019.;Patricio Zúñiga, Deputy Manager of CELEC_EP_GENSUR, stressed that the Villonaco Central is one of the favorite points of visit of the citizens of northern Peru. ;0.25;0.625
4304;1,20E+18;https://twitter.com/CelecAgoyan/status/1196124895777832960;CelecAgoyan;;2019-11-17 17:56:12+00:00;0.0;0.0;;#FIAVL2019;;Alumnos del Aula de Cultura de la Universidad Nacional de Piura UDEP intervienen en el Festival del Cajón Peruano, que se desarrolla en las instalaciones de la Central Eólica Villonaco CELEC_EP_GENSUR, dentro del #FIAVL2019 — CELEC EP (CELEC_EP) Novem….;Students of the Classroom of Culture of the National University of Piura UDEP take part in the Festival of the Peruvian Drawer, which takes place in the facilities of the Villonaco Wind Power Plant CELEC_EP_GENSUR, within the # FIAVL2019 - CELEC EP (CELEC_EP) Novem….;0.0;0.0
4305;1,20E+18;https://twitter.com/Cultura_Ec/status/1196124670757617665;Cultura_Ec;;2019-11-17 17:55:19+00:00;1.0;0.0;@TeatroBenjaminC;#FIAVL2019 #FestivalLojaM;;En la Escuela del #FIAVL2019, Tania Cárdenas dicta un taller de Dramaturgia en la sala de bolsillo del @TeatroBenjaminC. Estos espacios se diseñan con el objetivo de generar nuevos públicos en el sector cultural. #FestivalLojaMásTuyoQueNunca.;At the School of # FIAVL2019, Tania Cárdenas teaches a Dramaturgy workshop in the pocket room of @TeatroBenjaminC. ;0.0;0.0
4306;1,20E+18;https://twitter.com/CELEC_EP/status/1196124557620457472;CELEC_EP;;2019-11-17 17:54:52+00:00;29.0;9.0;@CELEC_EP_GENSUR;#FIAVL2019 #Energ;;Patricio Zúñiga, Subgerente de @CELEC_EP_GENSUR, destaco que la Central Villonaco es uno de los puntos favoritos de visita de los ciudadanos del norte del Perú. #FIAVL2019 #EnergíaSustentable.;Patricio Zúñiga, Deputy Manager of @CELEC_EP_GENSUR, stressed that the Villonaco Central is one of the favorite points of visit of the citizens of northern Peru. ;0.25;0.625
4307;1,20E+18;https://twitter.com/CELEC_EP/status/1196123182060756994;CELEC_EP;;2019-11-17 17:49:24+00:00;33.0;12.0;@UDEP @CELEC_EP_GENSUR;#FIAVL2019;;Alumnos del Aula de Cultura de la Universidad Nacional de Piura @UDEP intervienen en el Festival del Cajón Peruano, que se desarrolla en las instalaciones de la Central Eólica Villonaco @CELEC_EP_GENSUR, dentro del #FIAVL2019 .;Students from the Culture Classroom of the National University of Piura @UDEP take part in the Peruvian Cajon Festival, which takes place at the facilities of the Villonaco Wind Power Plant @CELEC_EP_GENSUR, within # FIAVL2019.;0.0;0.0
4308;1,20E+18;https://twitter.com/CartonPiedraET/status/1196120816783523840;CartonPiedraET;;2019-11-17 17:40:00+00:00;1.0;0.0;;#FIAVL2019;;#FIAVL2019 | Conozca a tres artistas urbanos presentes en el Festival Internacional de Artes Vivas de Loja ► http://bit.ly/arteUrbano-FIAVL.;# FIAVL2019 Meet three urban artists present at the International Live Arts Festival of Loja ► http://bit.ly/arteUrbano-FIAVL.;0.03409090909090909;0.125
4309;1,20E+18;https://twitter.com/FestivalDeLoja/status/1196119970587000833;FestivalDeLoja;;2019-11-17 17:36:38+00:00;2.0;4.0;;#FestivalLojaM #FIAVL2019;; ATENCIÓN | ¡No te quedes sin tus entradas! Haz click aquí para comprar https://bit.ly/2p6bCIk Te esperamos del 15 al 24 de noviembre. ¡No te lo pierdas! #FestivalLojaMásTuyoQueNunca #FIAVL2019 .;ATTENTION Do not miss your tickets! ;0.0;0.0
4310;1,20E+18;https://twitter.com/CelecAgoyan/status/1196119892455497728;CelecAgoyan;;2019-11-17 17:36:19+00:00;0.0;0.0;;#Per #FIAVL2019 #Energ;;La agrupación de baile “Canela Fina”, de Piura #Perú, presenta una danza afroperuana, en el Centro de Interpretación de la Central Eólica Villonaco CELEC_EP_GENSUR, en el marco del #FIAVL2019. #EnergíaSustentable https://twitter.com/CELEC_EP/status/1196117583604387840/photo/1 — CELEC EP (CELEC_EP) November 17, 2019.;The “Canela Fina” dance group, from Piura # Peru, presents an Afro-Peruvian dance, at the Interpretation Center of the Villonaco Wind Power Plant CELEC_EP_GENSUR, within the framework of # FIAVL2019. ;-0.1;0.1
4311;1,20E+18;https://twitter.com/CelecAgoyan/status/1196117410962714624;CelecAgoyan;;2019-11-17 17:26:28+00:00;0.0;0.0;;#FIAVL2019 #Energ;;El Aula de Arte y Cultura de la Udep, integrada por 10 músicos peruanos, interpreta música criolla para los cientos de espectadores que asisten al Centro de Interpretación de la Central Villonaco. #FIAVL2019 #EnergíaSustentable — CELEC EP (CELEC_EP) N….;The Classroom of Art and Culture of the Udep, composed of 10 Peruvian musicians, plays Creole music for the hundreds of spectators who attend the Interpretation Center of the Villonaco Central. ;-0.05;0.175
4312;1,20E+18;https://twitter.com/CelecAgoyan/status/1196117409402408960;CelecAgoyan;;2019-11-17 17:26:27+00:00;0.0;0.0;;#FIAVL2019 #Energ;;"AHORA| CELEC_EP y el ConperLoja realizan el “Festival de Cajón Peruano"", en las instalaciones de la Central Eólica Villonaco CELEC_EP_GENSUR, como parte del #FIAVL2019. #EnergíaSustetable — CELEC EP (CELEC_EP) November 17, 2019.";"NOW CELEC_EP and ConperLoja perform the ""Peruvian Cajon Festival"", at the facilities of the Villonaco Wind Power Plant CELEC_EP_GENSUR, as part of # FIAVL2019. # EnergíaSustetable - CELEC EP (CELEC_EP) November 17, 2019.";0.0;0.0
4313;1,20E+18;https://twitter.com/FestivalDeLoja/status/1196116794022486019;FestivalDeLoja;;2019-11-17 17:24:01+00:00;28.0;46.0;;#FestivalLojaM #FIAVL2019;; | ¡Vive de cerca la mayor fiesta artística del Ecuador! Te esperamos del 15 al 24 de noviembre. ¡No te lo pierdas! #FestivalLojaMásTuyoQueNunca #FIAVL2019 .;Live closely the biggest art festival in Ecuador! ;0.17045454545454544;0.5
4314;1,20E+18;https://twitter.com/festivaloffloja/status/1196116393189629954;festivaloffloja;;2019-11-17 17:22:25+00:00;0.0;1.0;;#Fiavl2019 #OffLoja2019 #LojaParaElMundo;;#Fiavl2019 | Programación Off 2019. (Música) Josselyn Coronel No te lo pierdas!!! #OffLoja2019 #LojaParaElMundo.;# Fiavl2019 Programming Off 2019. (Music) Josselyn Colonel Do not miss it !!! ;0.0;0.0
4315;1,20E+18;https://twitter.com/FaEdison/status/1196116325917216768;FaEdison;;2019-11-17 17:22:09+00:00;0.0;0.0;;#FIAVL2019;;Días días ya de #FIAVL2019 y solo puedo decir que solo Loja se da el lujo de combinar de manera eficaz la cultura y la fiesta..;Days days of # FIAVL2019 and I can only say that only Loja has the luxury of effectively combining culture and party ..;0.19999999999999998;0.9333333333333332
4316;1,20E+18;https://twitter.com/CELEC_EP/status/1196116232371654658;CELEC_EP;;2019-11-17 17:21:47+00:00;36.0;15.0;@UDEP;#FIAVL2019 #Energ;;El Aula de Arte y Cultura de la @Udep, integrada por 10 músicos peruanos, interpreta música criolla para los cientos de espectadores que asisten al Centro de Interpretación de la Central Villonaco. #FIAVL2019 #EnergíaSustentable.;The Classroom of Art and Culture of the @Udep, composed of 10 Peruvian musicians, plays Creole music for the hundreds of spectators who attend the Interpretation Center of the Villonaco Central. ;-0.05;0.175
4317;1,20E+18;https://twitter.com/CELEC_EP/status/1196115601518997505;CELEC_EP;;2019-11-17 17:19:16+00:00;39.0;18.0;@CELEC_EP @ConperLoja @CELEC_EP_GENSUR;#FIAVL2019 #Energ;;"AHORA| @CELEC_EP y el @ConperLoja realizan el “Festival de Cajón Peruano"", en las instalaciones de la Central Eólica Villonaco @CELEC_EP_GENSUR, como parte del #FIAVL2019. #EnergíaSustetable.";"NOW @CELEC_EP and @ConperLoja perform the ""Peruvian Cajon Festival"", at the facilities of the Villonaco Wind Power Plant @CELEC_EP_GENSUR, as part of # FIAVL2019. # EnergíaSustetable.";0.0;0.0
4318;1,20E+18;https://twitter.com/Cultura_Zonal7/status/1196110389060214784;Cultura_Zonal7;;2019-11-17 16:58:34+00:00;1.0;1.0;;#Loja #FIAVL2019 #FestivalLojaM;;"En el Parque Central de #Loja se presentó ""FLY UP Gamblerz Crew"" de Corea del Sur. Una presentación con una imponente fuerza escénica. #FIAVL2019. #FestivalLojaMásTuyoQueNunca..";"""FLY UP Gamblerz Crew"" from South Korea appeared in the Central Park of #Loja ";0.4;0.575
4319;1,20E+18;https://twitter.com/cinemasinloja/status/1196106723989151744;cinemasinloja;;2019-11-17 16:44:00+00:00;1.0;4.0;;#Loja #CinemasIn #FIAVL2019;;¡#Loja está de fiesta y en #CinemasIn tenemos varias sorpresas y promociones especiales por el #FIAVL2019 ! La promo de hoy: precio especial en funciones comprendidas entre 15:00 y 17:00 Todos nuestros horarios en http://bit.ly/cinemascartelera..;#Loja is partying and at #CinemasIn we have several surprises and special promotions for # FIAVL2019! ;0.22321428571428573;0.2857142857142857
4320;1,20E+18;https://twitter.com/mviniguez2/status/1196104769116540928;mviniguez2;;2019-11-17 16:36:14+00:00;1.0;8.0;;#FIAVL2019 #Loja;;Lo que me gusta del #FIAVL2019 es que el público se toma el espacio público. Para todas las edades, viva #Loja en sus fiestas de independencia.;What I like about # FIAVL2019 is that the public takes the public space. ;0.0;0.06666666666666667
4321;1,20E+18;https://twitter.com/rrubis/status/1196103794498719745;rrubis;;2019-11-17 16:32:21+00:00;0.0;2.0;;#HablemosDeLoja #FIAVL2019;;#HablemosDeLoja Seguir conociendo nuestra Loja la roja activa y combativa. #FIAVL2019 https://www.facebook.com/100000379124820/posts/2702013883154556/.;#HablemosDeLoja Continue knowing our Loja the active and combative red. ;-0.06666666666666667;0.3
4322;1,20E+18;https://twitter.com/Cultura_Ec/status/1196101961726210048;Cultura_Ec;;2019-11-17 16:25:04+00:00;3.0;2.0;;#FestivalLojaM #FIAVL2019;; NOTICIA| Loja fue homenajeada con un concierto sinfónico ante 5 mil espectadores Ayer noche y previo a cumplir los 199 años de su proceso independentista, la ciudad de Loja fue rendida tributo (...) Leer https://bit.ly/2qVNVTH #FestivalLojaMásTuyoQueNunca #FIAVL2019 .;NEWS Loja was honored with a symphonic concert before 5,000 spectators Last night and before reaching 199 years of its independence process, the city of Loja was paid tribute (...) Read https://bit.ly/2qVNVTH # FestivalLojaMásTuyoQueNunca ;0.0;0.06666666666666667
4323;1,20E+18;https://twitter.com/Cultura_Ec/status/1196098580077072384;Cultura_Ec;;2019-11-17 16:11:38+00:00;14.0;13.0;;#FestivalLojaM #FIAVL2019;;[INSTANTÁNEAS] El #FestivalLojaMásTuyoQueNunca nos une como familia, como país. ¡Ven a Loja y vive el #FIAVL2019! .;[INSTANT] The # FestivalLojaMásTuyoQueN never joins us as a family, as a country. ;0.0;0.6666666666666666
4324;1,20E+18;https://twitter.com/yoluke91/status/1196093204178915330;yoluke91;;2019-11-17 15:50:16+00:00;0.0;1.0;;#Loja #FIAVL2019;;"Ver a la gente compartiendo con amigos y familia, admirando las demostraciones de arte y cultura, plasmando su huella en las calles con un tiza; son pequeñas cosas que a uno le generan emoción. Esto es #Loja #FIAVL2019 .";"See people sharing with friends and family, admiring the demonstrations of art and culture, expressing their mark on the streets with a chalk; ";0.0;0.0
4325;1,20E+18;https://twitter.com/Cultura_Zonal7/status/1196092306375483394;Cultura_Zonal7;;2019-11-17 15:46:42+00:00;1.0;0.0;;#Loja #FIAVL2019 #FestivalLojaM;;"En pocos minutos en el Parque Central de #Loja ""FLY UP Gamblerz Crew"" de Corea del Sur. Una presentación con una imponente fuerza escénica. #FIAVL2019. #FestivalLojaMásTuyoQueNunca..";"In a few minutes in the Central Park of #Loja ""FLY UP Gamblerz Crew"" of South Korea. ";0.20000000000000004;0.4166666666666667
4326;1,20E+18;https://twitter.com/plustv25/status/1196092231792386050;plustv25;;2019-11-17 15:46:25+00:00;1.0;0.0;;#ATENCI #FIAVL2019 #ElFestivalM;;#ATENCIÓN | Gobernación de la Provincia de Loja emitió comunicado sobre jornada única de trabajo para las instituciones del sector público durante período de Festival Internacional de Artes Vivas Loja. #FIAVL2019 #ElFestivalMásTuyoQueNunca.;# ATTENTION The Government of the Province of Loja issued a statement on a single work day for public sector institutions during the International Live Arts Festival period Loja. ;0.016233766233766232;0.19523809523809524
4327;1,20E+18;https://twitter.com/Cultura_Ec/status/1196091876685811712;Cultura_Ec;;2019-11-17 15:45:00+00:00;3.0;2.0;@EFEnoticias;#FestivalLojaM #FIAVL2019;; NOTICIA | La calle es un enorme lienzo en Festival de Loja, vitrina del Arte en Ecuador Con tizas de colores, cientos de infantes y adolescentes lojanos (...) Vía @EFEnoticias https://bit.ly/2OdMsQs #FestivalLojaMásTuyoQueNunca #FIAVL2019.;NEWS The street is a huge canvas at Festival de Loja, showcase of Art in Ecuador With colored chalks, hundreds of distant infants and teenagers (...) Via @EFEnoticias https://bit.ly/2OdMsQs # FestivalLojaMásTuyoQueNunca # FIAVL2019.;0.15000000000000002;0.625
4328;1,20E+18;https://twitter.com/CRISBAE25/status/1196087397907410944;CRISBAE25;;2019-11-17 15:27:12+00:00;0.0;0.0;;#FIAVL2019;;#FIAVL2019 .;# FIAVL2019.;0.0;0.0
