ID;,ENLACE PERMANENTE;,NOMBRE USUARIO;,@;,FECHA;,RETWEETS;,FAVORITO;,MENCIONA;,HASHTAGS;,GEO;,POLARIDAD;,SUBJETIVIDAD;,TEXTO 
1075817689204043776;,https://twitter.com/andresigcho/status/1075817689204043776;,andresigcho;,None;,2018-12-20 18:18:19+00:00;,0;,2;,;,#FIAVL #LojaDefendi;,;,0.0;,0.0;,b'The institutionalization of the International Festival of Living Arts of Loja #FIAVL was approved. '
1075793513588158464;,https://twitter.com/veronicaariasf/status/1075793513588158464;,veronicaariasf;,None;,2018-12-20 16:42:15+00:00;,12;,29;,;,#FIAVL #LojaDefiendeElFestival;,;,0.0;,0.0;,b'Second and final debate on the institutionalization of the International Festival of Living Arts of Loja #FIAVL. '
1075386724291932160;,https://twitter.com/Chmajito/status/1075386724291932160;,Chmajito;,veronicaariasf;,2018-12-19 13:45:49+00:00;,0;,2;,@veronicaariasf;,#FIAVL #LojaDefiendeElFestival;,;,0.0;,0.0;,b'Everything for our city. # FIAVL #LojaDefiendeElFestival Adelante @veronicaariasf'
1075077121863770112;,https://twitter.com/veronicaariasf/status/1075077121863770112;,veronicaariasf;,None;,2018-12-18 17:15:34+00:00;,21;,50;,;,#FIAVL #LojaDefiendeElFestival;,;,0.0;,0.0;,b'This Thursday the plenary session of the National Assembly will resolve in second and final debate the institutionalization of the International Festival of Living Arts of Loja #FIAVL. '
1073004470362095621;,https://twitter.com/miregionec/status/1073004470362095621;,miregionec;,None;,2018-12-12 23:59:35+00:00;,1;,2;,;,#FIAVL #lojadefiendeelfestival;,;,0.0;,0.0;,"b'#FIAVL #lojadefiendeelfestival Institutionalization Project of the International Live Arts Festival of Loja, has the support of the Assembly'"
1072639567231139840;,https://twitter.com/DarioJaramilloP/status/1072639567231139840;,DarioJaramilloP;,veronicaariasf;,2018-12-11 23:49:36+00:00;,0;,2;,;,;,;,0.0;,0.0;,b'its vote in favor of the budget pro forma where the funds of the municipal counterpart for the FIAVL were included. '
1072611367461494785;,https://twitter.com/EducacionAN/status/1072611367461494785;,EducacionAN;,None;,2018-12-11 21:57:32+00:00;,1;,0;,;,#FestivalArtesVivas;,;,0.0;,0.0;,b'Law #FestivalArtesVivas proposes that the National Road to Loja Program. '
1071939242744578049;,https://twitter.com/andreavallejoag/status/1071939242744578049;,andreavallejoag;,None;,2018-12-10 01:26:45+00:00;,0;,1;,;,#yomellamoecuador2018 #graciasCamilo #elFIAVLsequedaenLoja;,;,0.0;,0.0;,"b'Thanks Camilo Sesto for being the protagonist of # yomellamoecuador2018 a shining madman, demonstrating why the FIAVL should stay in Loja and not be itinerant! '"
1071244522007474176;,https://twitter.com/luciano_180o/status/1071244522007474176;,luciano_180o;,None;,2018-12-08 03:26:11+00:00;,3;,9;,;,;,;,0.0;,0.0;,"b'After the FIAVL, you are free to urinate anywhere you feel like it! '"
1069780487428804608;,https://twitter.com/Mary_1605/status/1069780487428804608;,Mary_1605;,None;,2018-12-04 02:28:38+00:00;,0;,0;,;,#FIAVL;,;,0.0;,0.0;,"b'No Guayarte, yes #FIAVL'"
1068679697427517440;,https://twitter.com/marchelomendiet/status/1068679697427517440;,marchelomendiet;,None;,2018-12-01 01:34:29+00:00;,0;,0;,@festivaloffloja;,#lojacity #Loja #ecuador #FIAVL #fiavl2018 #mimejormomentofiavl2018 #marchelofoto #dancer #dance #artist #artist;,;,0.0;,0.0;,b'United for the same passion Something more than was the @festivaloffloja #lojacity #Loja #ecuador #FIAVL # fiavl2018 # mimejormomentofiavl2018 #marchelofoto #dancer #dance #artist # artist\xe2\x80\xa6 https://www.instagram.com/p/Bq05HHrgBBl '
1067975662001106947;,https://twitter.com/mayraherreraj/status/1067975662001106947;,mayraherreraj;,None;,2018-11-29 02:56:54+00:00;,0;,0;,;,;,;,0.0;,0.0;,b'The picture of El\xc3\xadas drawing in the FIAVL causes me to write about the Festival.'
1067925248908107782;,https://twitter.com/marchelomendiet/status/1067925248908107782;,marchelomendiet;,None;,2018-11-28 23:36:35+00:00;,0;,0;,@festivaloffloja;,#lojacity #Loja #ecuador #FIAVL #fiavl2018;,;,0.0;,0.0;,"b'Encantos del Sur, something of what was its presentation as part of @festivaloffloja. '"
1067547600088379394;,https://twitter.com/EducacionAN/status/1067547600088379394;,EducacionAN;,None;,2018-11-27 22:35:56+00:00;,0;,0;,@dallyanapass;,#FIAVL #LeyFIAVL;,;,0.0;,0.0;,"b'@dallyanapass ensures that institutionalizing the #FIAVL will reaffirm the identity of Ecuadorians and highlights that ""this law does not need to allocate additional resources to those of the budget"" #LeyFIAVL https://twitter.com/EducacionAN/status/1067536758907256832/photo/ '"
1067543064049328128;,https://twitter.com/EducacionAN/status/1067543064049328128;,EducacionAN;,None;,2018-11-27 22:17:55+00:00;,1;,2;,@GoberLoja;,#FIAVL #FIAVL #LeyFIAVL;,;,0.0;,0.0;,"b'From @CANLoja Eduardo Jaramillo Governor @GoberLoja exposes ""The #FIAVL is a recognition to artists, this festival is of all Ecuadorians based in Loja"" and states that #FIAVL allows Ecuador to have an impact on international art #LeyFIAVL'"
1067534499813167104;,https://twitter.com/EducacionAN/status/1067534499813167104;,EducacionAN;,None;,2018-11-27 21:43:53+00:00;,0;,0;,@veronicaariasf;,#FIAVL #LeyFIAVL;,;,0.0;,0.0;,"b'@veronicaariasf exclaims that ""This festival opens the door to all countries and the entire world through the artistic platform of #FIAVL"" #LeyFIAVL'"
1067530727758200832;,https://twitter.com/lojaesmusica/status/1067530727758200832;,lojaesmusica;,None;,2018-11-27 21:28:53+00:00;,6;,13;,;,#Loja #FIAVL #LojaEsM #LojaEsCultura;,;,0.0;,0.0;,"b'#Loja lived one of the best manifestations of culture, every corner of our city dressed in light, color and smiles. '"
1067527219902365701;,https://twitter.com/silviasalgadoan/status/1067527219902365701;,silviasalgadoan;,None;,2018-11-27 21:14:57+00:00;,11;,17;,@EducacionAN;,#FIAVL;,;,0.0;,0.0;,b'NOW I preside at @EducacionAN in session No 042 in which we discuss the Report for the First Debate of the Draft Law on Institutionalization of the International Festival of Living Arts of Loja #FIAVL'
1067526035078557698;,https://twitter.com/EducacionAN/status/1067526035078557698;,EducacionAN;,None;,2018-11-27 21:10:15+00:00;,2;,2;,@Cultura_Ec @veronicaariasf @Rubn_Bustamante;,#FIAVL;,;,0.0;,0.0;,b'We begin session No. 042 in which we discuss and vote on the Report for the First Debate of the Draft Law on Institutionalization of the International Festival of Live Arts of Loja #FIAVL We received @Cultura_Ec and assembly members by Loja @veronicaariasf and @Rubn_Bustamante'
1067487826462367744;,https://twitter.com/keicarolina99/status/1067487826462367744;,keicarolina99;,None;,2018-11-27 18:38:25+00:00;,0;,0;,;,#Fiavl;,;,0.0;,0.0;,b'My princess in #Fiavl'
1067433086340620288;,https://twitter.com/teatroestudioEC/status/1067433086340620288;,teatroestudioEC;,None;,2018-11-27 15:00:54+00:00;,2;,4;,@juanaguarderas;,#enchufetv #teatro #actriz #Ecuador #Quito #Loja #FIAVL #patiodecomedias;,;,0.0;,0.0;,b'Many thanks to @juanaguarderas for the detail! '
1067218303855325184;,https://twitter.com/cadenaecotel/status/1067218303855325184;,cadenaecotel;,None;,2018-11-27 00:47:26+00:00;,0;,0;,;,;,;,0.0;,0.0;,"b'The city returns to its usual pace, after the completion of the FIAVL https://www.facebook.com/CadenaEcotel/videos/291041118197856/'"
1067100931395854336;,https://twitter.com/Nadia_nknf/status/1067100931395854336;,Nadia_nknf;,None;,2018-11-26 17:01:02+00:00;,1;,2;,;,#PedagogiaInformaticaUNL #artesvivas #FIAVL;,;,0.0;,0.0;,b'#PedagogiaInformaticaUNL #artesvivas #FIAVL Participation of students of Computer Pedagogy'
1066913674814726144;,https://twitter.com/MaripauTorresEc/status/1066913674814726144;,MaripauTorresEc;,None;,2018-11-26 04:36:57+00:00;,2;,1;,;,;,;,0.0;,0.0;,b'This is how the FIAVL 2018 says goodbye from the sky'
1066887320996143105;,https://twitter.com/AlexSarango96/status/1066887320996143105;,AlexSarango96;,None;,2018-11-26 02:52:13+00:00;,0;,0;,;,;,;,0.0;,0.0;,b'3rd FIAVL'
1066818920684953600;,https://twitter.com/miguel_vallejo_/status/1066818920684953600;,miguel_vallejo_;,None;,2018-11-25 22:20:25+00:00;,0;,0;,;,#FIAVL #FIAVL2018 #OFF #FESTIVALOFF #offwhite #night #lights #l4l #picoftheday #Loja #Xprmntal #claroscuro;,;,0.0;,0.0;,b'Off of the FestivalOFF. '
1066791612251033601;,https://twitter.com/elanunciadorECU/status/1066791612251033601;,elanunciadorECU;,None;,2018-11-25 20:31:55+00:00;,0;,0;,;,#FIAVL;,;,0.0;,0.0;,b'Last hours of #FIAVL.'
1066780219162456064;,https://twitter.com/elanunciadorECU/status/1066780219162456064;,elanunciadorECU;,None;,2018-11-25 19:46:38+00:00;,0;,0;,;,#FIAVL;,;,0.0;,0.0;,b'The closing of #FIAVL'
1066779758145474560;,https://twitter.com/WiQUi10/status/1066779758145474560;,WiQUi10;,None;,2018-11-25 19:44:48+00:00;,0;,0;,;,;,;,0.0;,0.0;,"b'FIAVL, our family representatives ...'"
1066776490593972224;,https://twitter.com/elanunciadorECU/status/1066776490593972224;,elanunciadorECU;,AndreSamaniego_;,2018-11-25 19:31:49+00:00;,0;,0;,@Alfredovacaro;,#FIAVL;,;,0.0;,0.0;,"b'@Alfredovacaro says: ""Loja does not have the reason to designate it as the venue of the International Festival of Living Arts #FIAVL, she is assisted by the nature of her culture and historical tradition. That is the weight of a value that the assembly members will qualify""'"
1066730433721831424;,https://twitter.com/cbomberosloja/status/1066730433721831424;,cbomberosloja;,None;,2018-11-25 16:28:48+00:00;,1;,3;,;,#bomberosloja #FIAVL;,;,0.0;,0.0;,b'Intensive security operations carried out #bomberosloja during the #FIAVL to protect the integrity of those attending the different events.'
1066693373501849601;,https://twitter.com/ecuador221/status/1066693373501849601;,ecuador221;,None;,2018-11-25 14:01:33+00:00;,0;,0;,;,;,;,0.0;,0.0;,"b'\xe2\x80\x9cCeleste\xe2\x80\x9d or theater as a political event, in the FIAVL http://ecuador221.com.ec/celeste-o-el-teatro-como-hecho-politico-en-el-fiavl/'"
1066573485105971201;,https://twitter.com/JessLia5/status/1066573485105971201;,JessLia5;,None;,2018-11-25 06:05:09+00:00;,0;,1;,;,#fiavl #loja #luces #night #colores;,;,0.0;,0.0;,b'#fiavl #loja #lights #night #colors'
1066516492190138368;,https://twitter.com/VIVIANA240511/status/1066516492190138368;,VIVIANA240511;,None;,2018-11-25 02:18:41+00:00;,0;,0;,;,;,;,0.0;,0.0;,b'FIAVL 2018 memories .. enjoying with my daughters !!'
1066493479398895616;,https://twitter.com/VIVIANA240511/status/1066493479398895616;,VIVIANA240511;,None;,2018-11-25 00:47:14+00:00;,0;,0;,;,;,;,0.0;,0.0;,"b'FIAVL 2018 .. Art, music and experiences .. My present family .. I love you ...'"
1066481592401518592;,https://twitter.com/lahoraecuador/status/1066481592401518592;,lahoraecuador;,None;,2018-11-25 00:00:00+00:00;,3;,4;,;,#ArtesVivas #Loja;,;,0.0;,1.0;,"b'Tomorrow comes to an end the third edition of the #AjaVa international festival of #Loja (Fiavl), which has been successfully completed since November 15, when it started at the National Theater Benjam\xc3\xadn Carri\xc3\xb3n. '"
1066440077625176069;,https://twitter.com/dorissoliz/status/1066440077625176069;,dorissoliz;,FestivalDeLoja;,2018-11-24 21:15:02+00:00;,39;,50;,;,#FIAVL;,;,0.0;,0.0;,b'Magnificent Loja as permanent venue of the #FIAVL Festival! '
1066416919341715456;,https://twitter.com/davicho05/status/1066416919341715456;,davicho05;,None;,2018-11-24 19:43:01+00:00;,0;,0;,;,#fiavl #Loja #tradicion;,;,0.0;,0.0;,b'MamaLoLa present at the Off Loja Festival with our new line of packaging. '
1066414335449358336;,https://twitter.com/davicho05/status/1066414335449358336;,davicho05;,None;,2018-11-24 19:32:45+00:00;,0;,0;,;,#fiavl #Loja #tradicion;,;,0.0;,0.0;,b'MamaLoLa present at the Off Loja Festival with our new line of packaging. '
1066409482362720261;,https://twitter.com/davicho05/status/1066409482362720261;,davicho05;,None;,2018-11-24 19:13:28+00:00;,0;,0;,;,#fiavl #Loja #tradicion;,;,0.0;,0.0;,b'MamaLoLa present at the Off Loja Festival with our new line of packaging. '
1066228220792455168;,https://twitter.com/DelCisnech/status/1066228220792455168;,DelCisnech;,Bachitapm;,2018-11-24 07:13:12+00:00;,0;,1;,;,#FIAVL2018 #elarteviveloja #LojadefiendeElFestival #Loja #Ecuador;,;,0.125;,0.1;,"b'Colorful and colonial streets of Loja, located in southern Ecuador at the International Festival of Living Arts (Fiavl) Loja cultural capital of Ecuador! '"
1066214000202055680;,https://twitter.com/CRISBAE25/status/1066214000202055680;,CRISBAE25;,None;,2018-11-24 06:16:41+00:00;,1;,0;,;,#FIAVL #ElFestivalSeQuedaEnLoja #Loja #Maping;,;,0.0;,0.0;,"b'Loja how beautiful you are #FIAVL #ElFestivalSeQuedaEnLoja #Loja #Maping in Loja, Ecuador https://www.instagram.com/p/BqjVeCkg561/?utm_source=ig_twitter_share&igshid=1q515o4s07s9e'"
1066197698750103552;,https://twitter.com/castrocosta04/status/1066197698750103552;,castrocosta04;,fcorderoc;,2018-11-24 05:11:55+00:00;,1;,2;,;,#FIAVL;,;,0.0;,0.0;,"b'Architect, rest assured that the madmen will not allow the centralists to ""take away"" the festival. '"
1066192407266496512;,https://twitter.com/castrocosta04/status/1066192407266496512;,castrocosta04;,anniecanizares;,2018-11-24 04:50:53+00:00;,0;,0;,;,;,;,0.0;,0.0;,b'Because it does not propose that the flowering of the guayacanes is also itinerant. '
1066167508133138433;,https://twitter.com/GA_BBU/status/1066167508133138433;,GA_BBU;,None;,2018-11-24 03:11:57+00:00;,0;,0;,;,#Loja #Fiavl;,;,0.0;,0.0;,b'Bolivar Theater #Loja #Fiavl'
1066163913283301377;,https://twitter.com/AndresArias_00/status/1066163913283301377;,AndresArias_00;,None;,2018-11-24 02:57:39+00:00;,0;,0;,;,#FIAVL;,;,0.0;,0.0;,b'International Festival of the Living Arts Loja #FIAVL. '
1066153351044390912;,https://twitter.com/teatroestudioEC/status/1066153351044390912;,teatroestudioEC;,None;,2018-11-24 02:15:41+00:00;,2;,3;,@KamilaRamona;,#TELIApresente #PaulaRamon #FIAVL #ArtesVivas #FestivalDeLasArtesVivas #Off #Arlequines #Loja;,;,0.0;,0.0;,b'#TELIApresent! '
1066145320587927552;,https://twitter.com/israps1/status/1066145320587927552;,israps1;,None;,2018-11-24 01:43:47+00:00;,0;,0;,;,;,;,0.0;,0.0;,b'FIAVL 2018 https://www.facebook.com/israel.parra.35/videos/10217535626798156/'
1066138326749638656;,https://twitter.com/railynicanvic/status/1066138326749638656;,railynicanvic;,FestivalDeLoja;,2018-11-24 01:15:59+00:00;,0;,6;,;,;,;,0.0;,0.0;,"b'Congratulations to Our Student of the Diego Emilio Ambrossi Music Academy, for his contribution in the FIAVL 2018'"
1066093101947731969;,https://twitter.com/pfordonez/status/1066093101947731969;,pfordonez;,None;,2018-11-23 22:16:17+00:00;,0;,0;,@YouTube;,;,;,0.0;,0.0;,b'University Walk - FIAVL 2018 https://youtu.be/OospZpnzb6M via @YouTube'
1066018425921814528;,https://twitter.com/fernandozhingre/status/1066018425921814528;,fernandozhingre;,luciano_180o;,2018-11-23 17:19:33+00:00;,0;,2;,@MunicipioDeLoja @culturaec @TeatroBenjaminC @FestivalDeLoja @lindonsanmartin;,#FIAVL;,;,0.0;,0.0;,"b""That is why they want to take the #FIAVL to other places in the country, because we don't give a \xe2\x80\x9cdamn\xe2\x80\x9d attention to visitors and not this case but how many more. """
1065955536070471680;,https://twitter.com/JoseLui70248273/status/1065955536070471680;,JoseLui70248273;,activeadventour;,2018-11-23 13:09:38+00:00;,0;,0;,;,;,;,0.0;,0.0;,b'FIAVL street art 2018'
1065815744347168768;,https://twitter.com/Helenacon_De/status/1065815744347168768;,Helenacon_De;,None;,2018-11-23 03:54:10+00:00;,0;,0;,;,#LaCanoera #fiavl #loja #testroecuador #teatrolatinoamericano #teatroecuatoriano;,;,0.0;,0.0;,b'Tomorrow #LaCanoera at #fiavl 2018 at 11:00 #loja festivaldeloja #testroecuador #teatrolatinoamericano #teatroecuatoriano https://www.instagram.com/p/BqgfqrJly_Y/?utm_source=ig_twitter_share&igshid=wav51r7dy2ff'
1065806095044804609;,https://twitter.com/ComuSocialUNL/status/1065806095044804609;,ComuSocialUNL;,None;,2018-11-23 03:15:49+00:00;,0;,0;,;,#FIAVL #EstudiantesComunicaci #UNL #Turismo;,;,0.0;,0.0;,"b'On Wednesday, November 21, the play \xe2\x80\x9cMuti cannot sleep\xe2\x80\x9d was presented, with the use of puppets, an event developed at the Pedestal. '"
1065788396277325824;,https://twitter.com/cpcubo/status/1065788396277325824;,cpcubo;,None;,2018-11-23 02:05:29+00:00;,0;,0;,;,#Cruz #FIAVL;,;,0.0;,0.0;,b'It would be good to tell the showman assembly #Cruz to campaign now defending that the #FIAVL stay in loja'
1065767393585061888;,https://twitter.com/Helenacon_De/status/1065767393585061888;,Helenacon_De;,None;,2018-11-23 00:42:02+00:00;,0;,0;,;,#LaCanoera #Per #M #lojano #fiavl #Loja;,;,0.0;,0.0;,"b'This character called #LaCanoera has toured four international theater festivals # Peru, # Mexico and will now be in the #lojano river of #fiavl 2018 Those in # Loja\xe2\x80\xa6 https://www.instagram.com/p/BqgMv8RlCSG/ '"
1065720748927520768;,https://twitter.com/marcoduranalem1/status/1065720748927520768;,marcoduranalem1;,PabloRuizAguirr;,2018-11-22 21:36:41+00:00;,0;,1;,;,;,;,0.0;,0.0;,"b'It seems to me that more than asking FIAVL to have an itinerant headquarters, it would be better if the festival is replicated in as many cities as possible. '"
1065717815662034945;,https://twitter.com/edgarsalrivas/status/1065717815662034945;,edgarsalrivas;,PabloRuizAguirr;,2018-11-22 21:25:01+00:00;,0;,1;,;,;,;,0.0;,0.0;,"b'Totally according to his expressions Pablo, the FIAVL always was, is and will be in Loja.'"
1065705425004347392;,https://twitter.com/Nadia_nknf/status/1065705425004347392;,Nadia_nknf;,None;,2018-11-22 20:35:47+00:00;,0;,2;,;,#PedagogiaInformaticaUNL #FIAVL;,;,0.1;,0.1;,b'#PedagogiaInformaticaUNL present in the #FIAVL promoting Cultural Diversity and art'
1065703171769753600;,https://twitter.com/LeyendaShowBar/status/1065703171769753600;,LeyendaShowBar;,None;,2018-11-22 20:26:50+00:00;,0;,0;,;,#festivaldeartesvivasloja #fiavl #fiavl2018 #loja;,;,0.0;,0.0;,b'What is of Loja stays in Loja. '
1065701203017965569;,https://twitter.com/CronicaLoja/status/1065701203017965569;,CronicaLoja;,None;,2018-11-22 20:19:01+00:00;,2;,1;,;,#Loja #FIAVL;,;,0.0;,0.0;,b'$ 3 Million will allocate the ministry of culture for the IV Festival of Living Arts. '
1065641070019702784;,https://twitter.com/sheIrami/status/1065641070019702784;,sheIrami;,None;,2018-11-22 16:20:04+00:00;,0;,0;,;,;,;,0.0;,0.0;,b'Makeup is my art. '
1065638554997538816;,https://twitter.com/diegojavier_ey/status/1065638554997538816;,diegojavier_ey;,FUNimation;,2018-11-22 16:10:04+00:00;,0;,0;,;,#FIAVL;,;,0.0;,0.0;,"b'They do this to me at #FIAVL and nothing, absolutely nothing, of what they do in the future would reach their heels.'"
1065601641880129536;,https://twitter.com/jlgranda/status/1065601641880129536;,jlgranda;,None;,2018-11-22 13:43:24+00:00;,3;,4;,@Lenin;,#LojaDefiendeSuFestival;,;,0.0;,0.0;,b'#LojaDefiendeSuFestival President @Lenin it is important that you now pronounce on the membership of the FIAVL to Loja. '
1065601120020717569;,https://twitter.com/ClaudioEguigurn/status/1065601120020717569;,ClaudioEguigurn;,None;,2018-11-22 13:41:19+00:00;,4;,9;,;,#FIAVL #LojaDefiendeElFestival;,;,0.0;,0.0;,b'EL #FIAVL must be consolidated as Loja Heritage. '
1065573184383139840;,https://twitter.com/iomotorshy/status/1065573184383139840;,iomotorshy;,None;,2018-11-22 11:50:19+00:00;,0;,0;,;,#HyundaiViveElFestival #FIAVL #ElArteViveEnLoja #HyundaiEsMejor #SomosIOmotors;,;,0.0;,0.0;,b'#HyundaiViveElFestival We invite you to continue enjoying #FIAVL 2018 #ElArteViveEnLoja #HyundaiEsMejor #SomosIOmotors'
1065565737153150976;,https://twitter.com/selegnaamutil/status/1065565737153150976;,selegnaamutil;,None;,2018-11-22 11:20:43+00:00;,0;,0;,;,;,;,0.0;,0.0;,b'Gualaquiza present at the FIAVL ..... ch\xc3\xa9vere \xc3\xb1a\xc3\xb1o https://www.facebook.com/100001096020607/posts/2024382180941630/'
1065515829419220997;,https://twitter.com/ChaskiDigital/status/1065515829419220997;,ChaskiDigital;,None;,2018-11-22 08:02:24+00:00;,0;,0;,;,;,;,0.0;,0.0;,"b'""Symphonic musicians, 32 choristers and 35 dancers make up the ensemble that was presented for the second time at the Benjam\xc3\xadn Carri\xc3\xb3n Mora Theater, at the FIAVL\xe2\x96\xbahttp: //bit.ly/saraguro-ballet""'"
1065467245311270915;,https://twitter.com/RAMIROARMIJOS1/status/1065467245311270915;,RAMIROARMIJOS1;,None;,2018-11-22 04:49:21+00:00;,5;,23;,;,;,;,0.0;,0.0;,"b'Excellent theater play Mucho Ruido por Nada, Peruvian production. '"
1065464605248536576;,https://twitter.com/amadbugger/status/1065464605248536576;,amadbugger;,None;,2018-11-22 04:38:51+00:00;,0;,1;,;,#FIAVL;,;,0.0;,0.0;,b'Do you know what is great about #FIAVL? '
1065463788705595392;,https://twitter.com/ComuSocialUNL/status/1065463788705595392;,ComuSocialUNL;,None;,2018-11-22 04:35:37+00:00;,0;,2;,;,#FIAVL #Comunicaci #UNL #Turismo;,;,0.0;,0.0;,"b'In the neighborhood of El Pedestal, the event ""Muti can not sleep"" was presented by Roque and Minimi, who brought their circus and stunts from Argentina for the fun of young and old. '"
1065438608562245633;,https://twitter.com/castrocosta04/status/1065438608562245633;,castrocosta04;,veronicaariasf;,2018-11-22 02:55:33+00:00;,0;,1;,@veronicaariasf;,;,;,0.0;,0.0;,"b'Already @veronicaariasf join the crazy assemblymen, so that centralism does not try to take away OUR FIAVL. '"
1065435477438881792;,https://twitter.com/gallelilis/status/1065435477438881792;,gallelilis;,anniecanizares;,2018-11-22 02:43:07+00:00;,1;,1;,;,#FIAVL #Loja;,;,0.0;,0.0;,b'Claro Journalist Ca\xc3\xb1izares When nobody bet on Art and Culture there they were not present to work and promote. '
1065434784938242048;,https://twitter.com/gallelilis/status/1065434784938242048;,gallelilis;,anniecanizares;,2018-11-22 02:40:22+00:00;,0;,1;,;,#FIAVL;,;,0.1;,0.1;,"b'Enough with the CENTRALISM that camper walks in this lack of criteria of people who only know Ecuador in three provinces Quito Guayaquil and Cuenca, the #FIAVL is from Loja of each of his daughters and sons, is our cultural SEAL by Generations '"
1065431369852043266;,https://twitter.com/Marcoagradable/status/1065431369852043266;,Marcoagradable;,Danarb87;,2018-11-22 02:26:47+00:00;,0;,1;,;,#FIAVL;,;,0.0;,0.0;,"b'Very good idea, why oppose? '"
1065414448905682944;,https://twitter.com/casm37/status/1065414448905682944;,casm37;,anniecanizares;,2018-11-22 01:19:33+00:00;,2;,1;,;,#loja #Ecuador #FIAVL #ElArteViveEnLoja #NoAlCentralismo #LojaDefiendeElFestival;,;,0.05;,0.05;,"b'#loja is the cultural, musical capital of the #Ecuador is the Castilian city, by tradition the #FIAVL must continue in a place that is well earned. '"
1065407723003629568;,https://twitter.com/datrelles/status/1065407723003629568;,datrelles;,None;,2018-11-22 00:52:50+00:00;,0;,0;,;,;,;,0.0;,0.0;,"b'UIDE, we are made of ART. '"
1065393889224392704;,https://twitter.com/CartonPiedraET/status/1065393889224392704;,CartonPiedraET;,None;,2018-11-21 23:57:51+00:00;,3;,3;,;,;,;,0.0;,0.0;,"b'Symphonic musicians, 32 choristers and 35 dancers make up the ensemble that was presented for the second time at the Benjam\xc3\xadn Carri\xc3\xb3n Mora Theater, at the FIAVL\xe2\x96\xbahttp: //bit.ly/saraguro-ballet'"
1065384941368815621;,https://twitter.com/EsstelaMR/status/1065384941368815621;,EsstelaMR;,anniecanizares;,2018-11-21 23:22:18+00:00;,0;,1;,;,#LojaFIAVL;,;,0.0;,0.0;,"b'Our Loja is the musical capital of Ecuador, it is a right, Art is born in Loja, the FIAVL is and will be from Loja to the world. '"
1065377506918830081;,https://twitter.com/MARCOFOX11/status/1065377506918830081;,MARCOFOX11;,None;,2018-11-21 22:52:46+00:00;,0;,0;,@MashiRafael @chatojobol @VistoLoja @lodelmomentoloj;,;,;,0.0;,0.0;,"b'If for selfishness and centralosm they want to make ARTS FESTIVALS in another city, excellent, let them do it ..... but that the date or the resources coincide with our FIAVL. '"
1065375857345249280;,https://twitter.com/MaCrisMeneses/status/1065375857345249280;,MaCrisMeneses;,None;,2018-11-21 22:46:12+00:00;,0;,2;,;,;,;,0.0;,0.0;,b'FIAVL 2018'
1065368391349952514;,https://twitter.com/EducacionAN/status/1065368391349952514;,EducacionAN;,None;,2018-11-21 22:16:32+00:00;,12;,11;,@PaolaCabezasC @Cultura_Ec;,#FIAVL #LeyFIAVL;,;,0.0;,0.0;,"b'@PaolaCabezasC rejects the politicization of culture, affirms that ""if it had not been said that @Cultura_Ec was going to handle the funds of #FIAVL, today we would not be dealing with a bill"" #LeyFIAVL'"
1065367719913156614;,https://twitter.com/ClaudioEguigurn/status/1065367719913156614;,ClaudioEguigurn;,anniecanizares;,2018-11-21 22:13:52+00:00;,2;,4;,;,#FIAVL #ElFIAVEsDeLojaySeQuedaEnLoja;,;,0.0;,0.0;,b'EL #FIAVL must be consolidated as Loja Heritage. '
1065365551571238912;,https://twitter.com/EducacionAN/status/1065365551571238912;,EducacionAN;,None;,2018-11-21 22:05:15+00:00;,1;,1;,@Rubn_Bustamante;,#FIAVL #LeyFIAVL;,;,0.0;,0.0;,"b'@Rubn_Bustamante affirms that ""the whole province of Loja supports and is united by the Institutionalization of #FIAVL"", also ensures its support for the #LeyFIAVL project'"
1065363276257726464;,https://twitter.com/EducacionAN/status/1065363276257726464;,EducacionAN;,None;,2018-11-21 21:56:13+00:00;,0;,1;,@veronicaariasf;,#FIAVL #LeyFIAVL;,;,0.0;,0.0;,"b'@veronicaariasf ""Loja has a historical legacy that must be recognized and the #FIAVL must be developed every November of each year"" #LeyFIAVL'"
1065353635557720064;,https://twitter.com/EducacionAN/status/1065353635557720064;,EducacionAN;,None;,2018-11-21 21:17:54+00:00;,0;,1;,@Cultura_Ec;,#FIAVL;,;,0.0;,0.0;,b'Alejandro Salguero de @Cultura_Ec exposes the legal arguments in the treatment of the Institutionalization of #FIAVL'
1065349994776051717;,https://twitter.com/Diego49274263/status/1065349994776051717;,Diego49274263;,anniecanizares;,2018-11-21 21:03:26+00:00;,0;,0;,;,;,;,0.0;,0.0;,b'FIAVL BELONGS TO LOJA AND HIS PEOPLE YOU ARE DECLARED PERSON DOES NOT GRAT IN THIS CITY'
1065349635403902978;,https://twitter.com/Diego49274263/status/1065349635403902978;,Diego49274263;,anniecanizares;,2018-11-21 21:02:00+00:00;,0;,0;,;,;,;,0.0;,0.0;,b'With all due respect the FIAVL belongs to LOJA and its people and does not serve as spokesperson for hidden petty interests that we already know who are behind you'
1065345155752964097;,https://twitter.com/tatobenavidez/status/1065345155752964097;,tatobenavidez;,anniecanizares;,2018-11-21 20:44:12+00:00;,2;,8;,;,#FIAVL #noalcentralismo;,;,0.0;,0.0;,"b""And if we better promote that each year for #FIAVL, each province or city, send delegations with cultural exponents to contribute to this festival, instead of taking away Loja's right to do it, right earned by #noalcentralism."""
